row_id,code_id,q_id,split,q,K,z,failure_fraction,mean_ambiguity_dim
code_n40_k25_cw3_067_q02,code_n40_k25_cw3_067,q02,test,0.28,256,77,0.30078125,0.44140625
code_n40_k25_cw3_067_q03,code_n40_k25_cw3_067,q03,test,0.34,256,131,0.51171875,0.98828125
code_n40_k25_cw3_068_q00,code_n40_k25_cw3_068,q00,test,0.16,256,8,0.03125,0.03125
code_n40_k25_cw3_068_q01,code_n40_k25_cw3_068,q01,test,0.22,256,34,0.1328125,0.15625
code_n40_k25_cw3_068_q02,code_n40_k25_cw3_068,q02,test,0.28,256,77,0.30078125,0.41796875
code_n40_k25_cw3_068_q03,code_n40_k25_cw3_068,q03,test,0.34,256,127,0.49609375,0.8828125
code_n40_k25_cw3_069_q00,code_n40_k25_cw3_069,q00,train,0.16,256,11,0.04296875,0.04296875
code_n40_k25_cw3_069_q01,code_n40_k25_cw3_069,q01,train,0.22,256,39,0.15234375,0.1640625
code_n40_k25_cw3_069_q02,code_n40_k25_cw3_069,q02,train,0.28,256,78,0.3046875,0.4375
code_n40_k25_cw3_069_q03,code_n40_k25_cw3_069,q03,train,0.34,256,149,0.58203125,1.20703125
code_n40_k25_cw3_070_q00,code_n40_k25_cw3_070,q00,train,0.16,256,17,0.06640625,0.06640625
code_n40_k25_cw3_070_q01,code_n40_k25_cw3_070,q01,train,0.22,256,39,0.15234375,0.17578125
code_n40_k25_cw3_070_q02,code_n40_k25_cw3_070,q02,train,0.28,256,88,0.34375,0.4921875
code_n40_k25_cw3_070_q03,code_n40_k25_cw3_070,q03,train,0.34,256,153,0.59765625,1.23046875
code_n40_k25_cw3_071_q00,code_n40_k25_cw3_071,q00,train,0.16,256,22,0.0859375,0.09765625
code_n40_k25_cw3_071_q01,code_n40_k25_cw3_071,q01,train,0.22,256,45,0.17578125,0.20703125
code_n40_k25_cw3_071_q02,code_n40_k25_cw3_071,q02,train,0.28,256,98,0.3828125,0.56640625
code_n40_k25_cw3_071_q03,code_n40_k25_cw3_071,q03,train,0.34,256,159,0.62109375,1.24609375
code_n40_k25_cw3_072_q00,code_n40_k25_cw3_072,q00,train,0.16,256,10,0.0390625,0.0390625
code_n40_k25_cw3_072_q01,code_n40_k25_cw3_072,q01,train,0.22,256,30,0.1171875,0.13671875
code_n40_k25_cw3_072_q02,code_n40_k25_cw3_072,q02,train,0.28,256,79,0.30859375,0.44140625
code_n40_k25_cw3_072_q03,code_n40_k25_cw3_072,q03,train,0.34,256,145,0.56640625,1.15234375
code_n40_k25_cw3_073_q00,code_n40_k25_cw3_073,q00,train,0.16,256,35,0.13671875,0.16015625
code_n40_k25_cw3_073_q01,code_n40_k25_cw3_073,q01,train,0.22,256,64,0.25,0.30859375
code_n40_k25_cw3_073_q02,code_n40_k25_cw3_073,q02,train,0.28,256,118,0.4609375,0.67578125
code_n40_k25_cw3_073_q03,code_n40_k25_cw3_073,q03,train,0.34,256,178,0.6953125,1.359375
code_n40_k25_cw3_074_q00,code_n40_k25_cw3_074,q00,validation,0.16,256,9,0.03515625,0.03515625
code_n40_k25_cw3_074_q01,code_n40_k25_cw3_074,q01,validation,0.22,256,31,0.12109375,0.13671875
code_n40_k25_cw3_074_q02,code_n40_k25_cw3_074,q02,validation,0.28,256,80,0.3125,0.5
code_n40_k25_cw3_074_q03,code_n40_k25_cw3_074,q03,validation,0.34,256,138,0.5390625,1.11328125
code_n40_k25_cw3_075_q00,code_n40_k25_cw3_075,q00,test,0.16,256,4,0.015625,0.01953125
code_n40_k25_cw3_075_q01,code_n40_k25_cw3_075,q01,test,0.22,256,32,0.125,0.13671875
code_n40_k25_cw3_075_q02,code_n40_k25_cw3_075,q02,test,0.28,256,63,0.24609375,0.40234375
code_n40_k25_cw3_075_q03,code_n40_k25_cw3_075,q03,test,0.34,256,147,0.57421875,1.171875
code_n40_k25_cw3_076_q00,code_n40_k25_cw3_076,q00,train,0.16,256,6,0.0234375,0.03515625
code_n40_k25_cw3_076_q01,code_n40_k25_cw3_076,q01,train,0.22,256,26,0.1015625,0.1171875
code_n40_k25_cw3_076_q02,code_n40_k25_cw3_076,q02,train,0.28,256,76,0.296875,0.46875
code_n40_k25_cw3_076_q03,code_n40_k25_cw3_076,q03,train,0.34,256,158,0.6171875,1.3203125
code_n40_k25_cw3_077_q00,code_n40_k25_cw3_077,q00,train,0.16,256,7,0.02734375,0.02734375
code_n40_k25_cw3_077_q01,code_n40_k25_cw3_077,q01,train,0.22,256,25,0.09765625,0.1171875
code_n40_k25_cw3_077_q02,code_n40_k25_cw3_077,q02,train,0.28,256,78,0.3046875,0.4765625
code_n40_k25_cw3_077_q03,code_n40_k25_cw3_077,q03,train,0.34,256,142,0.5546875,1.12890625
code_n40_k25_cw3_078_q00,code_n40_k25_cw3_078,q00,train,0.16,256,21,0.08203125,0.08984375
code_n40_k25_cw3_078_q01,code_n40_k25_cw3_078,q01,train,0.22,256,35,0.13671875,0.15234375
code_n40_k25_cw3_078_q02,code_n40_k25_cw3_078,q02,train,0.28,256,98,0.3828125,0.515625
code_n40_k25_cw3_078_q03,code_n40_k25_cw3_078,q03,train,0.34,256,138,0.5390625,0.96484375
code_n40_k25_cw3_079_q00,code_n40_k25_cw3_079,q00,train,0.16,256,16,0.0625,0.0625
code_n40_k25_cw3_079_q01,code_n40_k25_cw3_079,q01,train,0.22,256,48,0.1875,0.2109375
code_n40_k25_cw3_079_q02,code_n40_k25_cw3_079,q02,train,0.28,256,86,0.3359375,0.51171875
code_n40_k25_cw3_079_q03,code_n40_k25_cw3_079,q03,train,0.34,256,140,0.546875,1.13671875
code_n40_k25_cw3_080_q00,code_n40_k25_cw3_080,q00,validation,0.16,256,15,0.05859375,0.05859375
code_n40_k25_cw3_080_q01,code_n40_k25_cw3_080,q01,validation,0.22,256,49,0.19140625,0.2265625
code_n40_k25_cw3_080_q02,code_n40_k25_cw3_080,q02,validation,0.28,256,94,0.3671875,0.50390625
code_n40_k25_cw3_080_q03,code_n40_k25_cw3_080,q03,validation,0.34,256,143,0.55859375,1.16015625
code_n40_k25_cw3_081_q00,code_n40_k25_cw3_081,q00,train,0.16,256,13,0.05078125,0.05078125
code_n40_k25_cw3_081_q01,code_n40_k25_cw3_081,q01,train,0.22,256,28,0.109375,0.1328125
code_n40_k25_cw3_081_q02,code_n40_k25_cw3_081,q02,train,0.28,256,76,0.296875,0.51171875
code_n40_k25_cw3_081_q03,code_n40_k25_cw3_081,q03,train,0.34,256,152,0.59375,1.171875
code_n40_k25_cw3_082_q00,code_n40_k25_cw3_082,q00,train,0.16,256,14,0.0546875,0.05859375
code_n40_k25_cw3_082_q01,code_n40_k25_cw3_082,q01,train,0.22,256,40,0.15625,0.171875
code_n40_k25_cw3_082_q02,code_n40_k25_cw3_082,q02,train,0.28,256,85,0.33203125,0.4375
code_n40_k25_cw3_082_q03,code_n40_k25_cw3_082,q03,train,0.34,256,146,0.5703125,1.10546875
code_n40_k25_cw3_083_q00,code_n40_k25_cw3_083,q00,test,0.16,256,3,0.01171875,0.015625
code_n40_k25_cw3_083_q01,code_n40_k25_cw3_083,q01,test,0.22,256,14,0.0546875,0.0703125
code_n40_k25_cw3_083_q02,code_n40_k25_cw3_083,q02,test,0.28,256,57,0.22265625,0.328125
code_n40_k25_cw3_083_q03,code_n40_k25_cw3_083,q03,test,0.34,256,134,0.5234375,1.0078125
code_n40_k25_cw3_084_q00,code_n40_k25_cw3_084,q00,train,0.16,256,9,0.03515625,0.03515625
code_n40_k25_cw3_084_q01,code_n40_k25_cw3_084,q01,train,0.22,256,38,0.1484375,0.1640625
code_n40_k25_cw3_084_q02,code_n40_k25_cw3_084,q02,train,0.28,256,89,0.34765625,0.51171875
code_n40_k25_cw3_084_q03,code_n40_k25_cw3_084,q03,train,0.34,256,136,0.53125,1.19140625
code_n40_k25_cw3_085_q00,code_n40_k25_cw3_085,q00,validation,0.16,256,27,0.10546875,0.10546875
code_n40_k25_cw3_085_q01,code_n40_k25_cw3_085,q01,validation,0.22,256,69,0.26953125,0.35546875
code_n40_k25_cw3_085_q02,code_n40_k25_cw3_085,q02,validation,0.28,256,131,0.51171875,0.7578125
code_n40_k25_cw3_085_q03,code_n40_k25_cw3_085,q03,validation,0.34,256,182,0.7109375,1.4375
code_n40_k25_cw3_086_q00,code_n40_k25_cw3_086,q00,test,0.16,256,26,0.1015625,0.10546875
code_n40_k25_cw3_086_q01,code_n40_k25_cw3_086,q01,test,0.22,256,54,0.2109375,0.23828125
code_n40_k25_cw3_086_q02,code_n40_k25_cw3_086,q02,test,0.28,256,108,0.421875,0.58984375
code_n40_k25_cw3_086_q03,code_n40_k25_cw3_086,q03,test,0.34,256,147,0.57421875,1.1796875
code_n40_k25_cw3_087_q00,code_n40_k25_cw3_087,q00,train,0.16,256,18,0.0703125,0.07421875
code_n40_k25_cw3_087_q01,code_n40_k25_cw3_087,q01,train,0.22,256,41,0.16015625,0.17578125
code_n40_k25_cw3_087_q02,code_n40_k25_cw3_087,q02,train,0.28,256,76,0.296875,0.51171875
code_n40_k25_cw3_087_q03,code_n40_k25_cw3_087,q03,train,0.34,256,147,0.57421875,1.21875
code_n40_k25_cw3_088_q00,code_n40_k25_cw3_088,q00,train,0.16,256,11,0.04296875,0.04296875
code_n40_k25_cw3_088_q01,code_n40_k25_cw3_088,q01,train,0.22,256,38,0.1484375,0.18359375
code_n40_k25_cw3_088_q02,code_n40_k25_cw3_088,q02,train,0.28,256,86,0.3359375,0.4765625
code_n40_k25_cw3_088_q03,code_n40_k25_cw3_088,q03,train,0.34,256,172,0.671875,1.359375
code_n40_k25_cw3_089_q00,code_n40_k25_cw3_089,q00,train,0.16,256,20,0.078125,0.078125
code_n40_k25_cw3_089_q01,code_n40_k25_cw3_089,q01,train,0.22,256,35,0.13671875,0.14453125
code_n40_k25_cw3_089_q02,code_n40_k25_cw3_089,q02,train,0.28,256,87,0.33984375,0.52734375
code_n40_k25_cw3_089_q03,code_n40_k25_cw3_089,q03,train,0.34,256,134,0.5234375,1.12890625
code_n40_k25_cw3_090_q00,code_n40_k25_cw3_090,q00,train,0.16,256,24,0.09375,0.09375
code_n40_k25_cw3_090_q01,code_n40_k25_cw3_090,q01,train,0.22,256,44,0.171875,0.203125
code_n40_k25_cw3_090_q02,code_n40_k25_cw3_090,q02,train,0.28,256,82,0.3203125,0.4375
code_n40_k25_cw3_090_q03,code_n40_k25_cw3_090,q03,train,0.34,256,152,0.59375,1.26953125
code_n40_k25_cw3_091_q00,code_n40_k25_cw3_091,q00,train,0.16,256,13,0.05078125,0.0546875
code_n40_k25_cw3_091_q01,code_n40_k25_cw3_091,q01,train,0.22,256,41,0.16015625,0.17578125
code_n40_k25_cw3_091_q02,code_n40_k25_cw3_091,q02,train,0.28,256,87,0.33984375,0.58203125
code_n40_k25_cw3_091_q03,code_n40_k25_cw3_091,q03,train,0.34,256,125,0.48828125,0.88671875
code_n40_k25_cw3_092_q00,code_n40_k25_cw3_092,q00,train,0.16,256,11,0.04296875,0.046875
code_n40_k25_cw3_092_q01,code_n40_k25_cw3_092,q01,train,0.22,256,41,0.16015625,0.1875
code_n40_k25_cw3_092_q02,code_n40_k25_cw3_092,q02,train,0.28,256,89,0.34765625,0.515625
code_n40_k25_cw3_092_q03,code_n40_k25_cw3_092,q03,train,0.34,256,147,0.57421875,1.22265625
code_n40_k25_cw3_093_q00,code_n40_k25_cw3_093,q00,validation,0.16,256,10,0.0390625,0.046875
code_n40_k25_cw3_093_q01,code_n40_k25_cw3_093,q01,validation,0.22,256,28,0.109375,0.125
code_n40_k25_cw3_093_q02,code_n40_k25_cw3_093,q02,validation,0.28,256,83,0.32421875,0.42578125
code_n40_k25_cw3_093_q03,code_n40_k25_cw3_093,q03,validation,0.34,256,141,0.55078125,1.015625
code_n40_k25_cw3_094_q00,code_n40_k25_cw3_094,q00,test,0.16,256,29,0.11328125,0.11328125
code_n40_k25_cw3_094_q01,code_n40_k25_cw3_094,q01,test,0.22,256,46,0.1796875,0.21484375
code_n40_k25_cw3_094_q02,code_n40_k25_cw3_094,q02,test,0.28,256,98,0.3828125,0.578125
code_n40_k25_cw3_094_q03,code_n40_k25_cw3_094,q03,test,0.34,256,156,0.609375,1.2109375
code_n40_k25_cw3_095_q00,code_n40_k25_cw3_095,q00,train,0.16,256,7,0.02734375,0.02734375
code_n40_k25_cw3_095_q01,code_n40_k25_cw3_095,q01,train,0.22,256,26,0.1015625,0.11328125
code_n40_k25_cw3_095_q02,code_n40_k25_cw3_095,q02,train,0.28,256,78,0.3046875,0.43359375
code_n40_k25_cw3_095_q03,code_n40_k25_cw3_095,q03,train,0.34,256,142,0.5546875,1.13671875
code_n40_k25_cw3_096_q00,code_n40_k25_cw3_096,q00,train,0.16,256,8,0.03125,0.03515625
code_n40_k25_cw3_096_q01,code_n40_k25_cw3_096,q01,train,0.22,256,21,0.08203125,0.09375
code_n40_k25_cw3_096_q02,code_n40_k25_cw3_096,q02,train,0.28,256,68,0.265625,0.3671875
code_n40_k25_cw3_096_q03,code_n40_k25_cw3_096,q03,train,0.34,256,136,0.53125,1.0859375
code_n40_k25_cw3_097_q00,code_n40_k25_cw3_097,q00,train,0.16,256,19,0.07421875,0.07421875
code_n40_k25_cw3_097_q01,code_n40_k25_cw3_097,q01,train,0.22,256,31,0.12109375,0.125
code_n40_k25_cw3_097_q02,code_n40_k25_cw3_097,q02,train,0.28,256,76,0.296875,0.40625
code_n40_k25_cw3_097_q03,code_n40_k25_cw3_097,q03,train,0.34,256,141,0.55078125,1.171875
code_n40_k25_cw3_098_q00,code_n40_k25_cw3_098,q00,train,0.16,256,14,0.0546875,0.0546875
code_n40_k25_cw3_098_q01,code_n40_k25_cw3_098,q01,train,0.22,256,45,0.17578125,0.19921875
code_n40_k25_cw3_098_q02,code_n40_k25_cw3_098,q02,train,0.28,256,106,0.4140625,0.66796875
code_n40_k25_cw3_098_q03,code_n40_k25_cw3_098,q03,train,0.34,256,164,0.640625,1.3046875
code_n40_k25_cw3_099_q00,code_n40_k25_cw3_099,q00,train,0.16,256,3,0.01171875,0.01171875
code_n40_k25_cw3_099_q01,code_n40_k25_cw3_099,q01,train,0.22,256,21,0.08203125,0.0859375
code_n40_k25_cw3_099_q02,code_n40_k25_cw3_099,q02,train,0.28,256,76,0.296875,0.44140625
code_n40_k25_cw3_099_q03,code_n40_k25_cw3_099,q03,train,0.34,256,124,0.484375,0.98828125
code_n40_k25_cw3_100_q00,code_n40_k25_cw3_100,q00,train,0.16,256,7,0.02734375,0.02734375
code_n40_k25_cw3_100_q01,code_n40_k25_cw3_100,q01,train,0.22,256,28,0.109375,0.15625
code_n40_k25_cw3_100_q02,code_n40_k25_cw3_100,q02,train,0.28,256,82,0.3203125,0.48828125
code_n40_k25_cw3_100_q03,code_n40_k25_cw3_100,q03,train,0.34,256,148,0.578125,1.15625
code_n40_k25_cw3_101_q00,code_n40_k25_cw3_101,q00,train,0.16,256,13,0.05078125,0.05078125
code_n40_k25_cw3_101_q01,code_n40_k25_cw3_101,q01,train,0.22,256,31,0.12109375,0.140625
code_n40_k25_cw3_101_q02,code_n40_k25_cw3_101,q02,train,0.28,256,76,0.296875,0.44921875
code_n40_k25_cw3_101_q03,code_n40_k25_cw3_101,q03,train,0.34,256,137,0.53515625,1.2265625
code_n40_k25_cw3_102_q00,code_n40_k25_cw3_102,q00,validation,0.16,256,14,0.0546875,0.0546875
code_n40_k25_cw3_102_q01,code_n40_k25_cw3_102,q01,validation,0.22,256,35,0.13671875,0.1484375
code_n40_k25_cw3_102_q02,code_n40_k25_cw3_102,q02,validation,0.28,256,75,0.29296875,0.41015625
code_n40_k25_cw3_102_q03,code_n40_k25_cw3_102,q03,validation,0.34,256,140,0.546875,1.0234375
code_n40_k25_cw3_103_q00,code_n40_k25_cw3_103,q00,validation,0.16,256,4,0.015625,0.015625
code_n40_k25_cw3_103_q01,code_n40_k25_cw3_103,q01,validation,0.22,256,18,0.0703125,0.08984375
code_n40_k25_cw3_103_q02,code_n40_k25_cw3_103,q02,validation,0.28,256,63,0.24609375,0.35546875
code_n40_k25_cw3_103_q03,code_n40_k25_cw3_103,q03,validation,0.34,256,125,0.48828125,0.93359375
code_n40_k25_cw3_104_q00,code_n40_k25_cw3_104,q00,train,0.16,256,18,0.0703125,0.08203125
code_n40_k25_cw3_104_q01,code_n40_k25_cw3_104,q01,train,0.22,256,37,0.14453125,0.15234375
code_n40_k25_cw3_104_q02,code_n40_k25_cw3_104,q02,train,0.28,256,90,0.3515625,0.48828125
code_n40_k25_cw3_104_q03,code_n40_k25_cw3_104,q03,train,0.34,256,137,0.53515625,1.01953125
code_n40_k25_cw3_105_q00,code_n40_k25_cw3_105,q00,validation,0.16,256,13,0.05078125,0.05078125
code_n40_k25_cw3_105_q01,code_n40_k25_cw3_105,q01,validation,0.22,256,36,0.140625,0.14453125
code_n40_k25_cw3_105_q02,code_n40_k25_cw3_105,q02,validation,0.28,256,84,0.328125,0.40625
code_n40_k25_cw3_105_q03,code_n40_k25_cw3_105,q03,validation,0.34,256,146,0.5703125,1.1796875
code_n40_k25_cw3_106_q00,code_n40_k25_cw3_106,q00,train,0.16,256,4,0.015625,0.015625
code_n40_k25_cw3_106_q01,code_n40_k25_cw3_106,q01,train,0.22,256,21,0.08203125,0.08984375
code_n40_k25_cw3_106_q02,code_n40_k25_cw3_106,q02,train,0.28,256,71,0.27734375,0.390625
code_n40_k25_cw3_106_q03,code_n40_k25_cw3_106,q03,train,0.34,256,147,0.57421875,1.13671875
code_n40_k25_cw3_107_q00,code_n40_k25_cw3_107,q00,train,0.16,256,9,0.03515625,0.0390625
code_n40_k25_cw3_107_q01,code_n40_k25_cw3_107,q01,train,0.22,256,25,0.09765625,0.1171875
code_n40_k25_cw3_107_q02,code_n40_k25_cw3_107,q02,train,0.28,256,69,0.26953125,0.38671875
code_n40_k25_cw3_107_q03,code_n40_k25_cw3_107,q03,train,0.34,256,125,0.48828125,1.0234375
code_n40_k25_cw3_108_q00,code_n40_k25_cw3_108,q00,train,0.16,256,4,0.015625,0.01953125
code_n40_k25_cw3_108_q01,code_n40_k25_cw3_108,q01,train,0.22,256,32,0.125,0.171875
code_n40_k25_cw3_108_q02,code_n40_k25_cw3_108,q02,train,0.28,256,85,0.33203125,0.5234375
code_n40_k25_cw3_108_q03,code_n40_k25_cw3_108,q03,train,0.34,256,156,0.609375,1.328125
code_n40_k25_cw3_109_q00,code_n40_k25_cw3_109,q00,train,0.16,256,22,0.0859375,0.08984375
code_n40_k25_cw3_109_q01,code_n40_k25_cw3_109,q01,train,0.22,256,43,0.16796875,0.19140625
code_n40_k25_cw3_109_q02,code_n40_k25_cw3_109,q02,train,0.28,256,85,0.33203125,0.484375
code_n40_k25_cw3_109_q03,code_n40_k25_cw3_109,q03,train,0.34,256,154,0.6015625,1.17578125
code_n40_k25_cw3_110_q00,code_n40_k25_cw3_110,q00,test,0.16,256,8,0.03125,0.03515625
code_n40_k25_cw3_110_q01,code_n40_k25_cw3_110,q01,test,0.22,256,26,0.1015625,0.12109375
code_n40_k25_cw3_110_q02,code_n40_k25_cw3_110,q02,test,0.28,256,65,0.25390625,0.3828125
code_n40_k25_cw3_110_q03,code_n40_k25_cw3_110,q03,test,0.34,256,130,0.5078125,0.93359375
code_n40_k25_cw3_111_q00,code_n40_k25_cw3_111,q00,train,0.16,256,6,0.0234375,0.02734375
code_n40_k25_cw3_111_q01,code_n40_k25_cw3_111,q01,train,0.22,256,27,0.10546875,0.1171875
code_n40_k25_cw3_111_q02,code_n40_k25_cw3_111,q02,train,0.28,256,62,0.2421875,0.38671875
code_n40_k25_cw3_111_q03,code_n40_k25_cw3_111,q03,train,0.34,256,130,0.5078125,1.078125
code_n40_k25_cw3_112_q00,code_n40_k25_cw3_112,q00,train,0.16,256,19,0.07421875,0.07421875
code_n40_k25_cw3_112_q01,code_n40_k25_cw3_112,q01,train,0.22,256,55,0.21484375,0.23828125
code_n40_k25_cw3_112_q02,code_n40_k25_cw3_112,q02,train,0.28,256,108,0.421875,0.61328125
code_n40_k25_cw3_112_q03,code_n40_k25_cw3_112,q03,train,0.34,256,151,0.58984375,1.1484375
code_n40_k25_cw3_113_q00,code_n40_k25_cw3_113,q00,validation,0.16,256,13,0.05078125,0.05078125
code_n40_k25_cw3_113_q01,code_n40_k25_cw3_113,q01,validation,0.22,256,25,0.09765625,0.109375
code_n40_k25_cw3_113_q02,code_n40_k25_cw3_113,q02,validation,0.28,256,64,0.25,0.34375
code_n40_k25_cw3_113_q03,code_n40_k25_cw3_113,q03,validation,0.34,256,132,0.515625,1.09765625
code_n40_k25_cw3_114_q00,code_n40_k25_cw3_114,q00,train,0.16,256,2,0.0078125,0.0078125
code_n40_k25_cw3_114_q01,code_n40_k25_cw3_114,q01,train,0.22,256,18,0.0703125,0.07421875
code_n40_k25_cw3_114_q02,code_n40_k25_cw3_114,q02,train,0.28,256,63,0.24609375,0.37109375
code_n40_k25_cw3_114_q03,code_n40_k25_cw3_114,q03,train,0.34,256,131,0.51171875,1.08984375
code_n40_k25_cw3_115_q00,code_n40_k25_cw3_115,q00,train,0.16,256,12,0.046875,0.05078125
code_n40_k25_cw3_115_q01,code_n40_k25_cw3_115,q01,train,0.22,256,31,0.12109375,0.16796875
code_n40_k25_cw3_115_q02,code_n40_k25_cw3_115,q02,train,0.28,256,96,0.375,0.5859375
code_n40_k25_cw3_115_q03,code_n40_k25_cw3_115,q03,train,0.34,256,136,0.53125,1.0859375
code_n40_k25_cw3_116_q00,code_n40_k25_cw3_116,q00,test,0.16,256,32,0.125,0.12890625
code_n40_k25_cw3_116_q01,code_n40_k25_cw3_116,q01,test,0.22,256,87,0.33984375,0.4296875
code_n40_k25_cw3_116_q02,code_n40_k25_cw3_116,q02,test,0.28,256,133,0.51953125,0.765625
code_n40_k25_cw3_116_q03,code_n40_k25_cw3_116,q03,test,0.34,256,189,0.73828125,1.58984375
code_n40_k25_cw3_117_q00,code_n40_k25_cw3_117,q00,train,0.16,256,18,0.0703125,0.0703125
code_n40_k25_cw3_117_q01,code_n40_k25_cw3_117,q01,train,0.22,256,55,0.21484375,0.25390625
code_n40_k25_cw3_117_q02,code_n40_k25_cw3_117,q02,train,0.28,256,94,0.3671875,0.5
code_n40_k25_cw3_117_q03,code_n40_k25_cw3_117,q03,train,0.34,256,165,0.64453125,1.28125
code_n40_k25_cw3_118_q00,code_n40_k25_cw3_118,q00,validation,0.16,256,8,0.03125,0.03125
code_n40_k25_cw3_118_q01,code_n40_k25_cw3_118,q01,validation,0.22,256,32,0.125,0.16796875
code_n40_k25_cw3_118_q02,code_n40_k25_cw3_118,q02,validation,0.28,256,77,0.30078125,0.45703125
code_n40_k25_cw3_118_q03,code_n40_k25_cw3_118,q03,validation,0.34,256,151,0.58984375,1.28515625
code_n40_k25_cw3_119_q00,code_n40_k25_cw3_119,q00,train,0.16,256,4,0.015625,0.015625
code_n40_k25_cw3_119_q01,code_n40_k25_cw3_119,q01,train,0.22,256,19,0.07421875,0.08984375
code_n40_k25_cw3_119_q02,code_n40_k25_cw3_119,q02,train,0.28,256,62,0.2421875,0.32421875
code_n40_k25_cw3_119_q03,code_n40_k25_cw3_119,q03,train,0.34,256,126,0.4921875,0.984375
